2025-08-27 15:45:17,501 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:45:31,942 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Amount']/../following-sibling::div//input") (timeout=10)
2025-08-27 15:45:32,024 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Amount']/../following-sibling::div//input")
2025-08-27 15:45:32,024 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Note']/../following-sibling::div//textarea"): 'Automated claim item'
2025-08-27 15:45:32,024 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Note']/../following-sibling::div//textarea") (timeout=10)
2025-08-27 15:45:32,109 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Note']/../following-sibling::div//textarea")
2025-08-27 15:45:32,109 | INFO | pages.base_page | Typing text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]"): '2025-08-27'
2025-08-27 15:45:32,109 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]") (timeout=10)
2025-08-27 15:45:32,193 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]")
2025-08-27 15:45:32,193 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Save']")
2025-08-27 15:45:32,258 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[contains(@class,'oxd-toast--success')]")
2025-08-27 15:45:33,294 | INFO | pages.claims_page | Claim created successfully
2025-08-27 15:45:41,895 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:45:45,120 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 15:45:45,120 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:45:45,773 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:45:45,773 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 15:45:45,773 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:45:45,858 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:45:45,858 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:45:45,929 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 15:45:47,805 | INFO | pages.base_page | Clicking element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 15:45:47,861 | INFO | pages.base_page | Clicking element: ('xpath', "//a[text()='Logout']")
2025-08-27 15:45:57,327 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:46:00,186 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'manager@guvi.in'
2025-08-27 15:46:00,186 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:46:00,845 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:46:00,846 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'password@123'
2025-08-27 15:46:00,846 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:46:00,931 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:46:00,931 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:46:01,001 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 15:46:02,908 | INFO | pages.base_page | Retrieving text from element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 15:46:10,763 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:46:14,004 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'suman@guvi.in'
2025-08-27 15:46:14,004 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:46:14,664 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:46:14,665 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'password@123'
2025-08-27 15:46:14,665 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:46:14,749 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:46:14,749 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:46:14,817 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 15:46:16,236 | INFO | pages.base_page | Retrieving text from element: ('xpath', "//p[contains(@class,'oxd-alert-content-text')] | //p[@class='oxd-text oxd-text--p oxd-alert-content-text']")
2025-08-27 15:46:24,057 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:46:35,121 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:46:38,003 | INFO | pages.base_page | Checking visibility of element: ('name', 'username')
2025-08-27 15:46:38,605 | INFO | pages.base_page | Checking visibility of element: ('name', 'password')
2025-08-27 15:46:46,677 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:46:49,805 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 15:46:49,805 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:46:50,453 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:46:50,453 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 15:46:50,453 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:46:50,533 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:46:50,533 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:46:50,597 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Admin']")
2025-08-27 15:46:52,438 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Admin']")
2025-08-27 15:46:53,499 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='PIM']")
2025-08-27 15:46:54,163 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='PIM']")
2025-08-27 15:46:55,041 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Leave']")
2025-08-27 15:46:55,698 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Leave']")
2025-08-27 15:46:56,586 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Time']")
2025-08-27 15:46:57,250 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Time']")
2025-08-27 15:46:58,174 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Recruitment']")
2025-08-27 15:46:58,797 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Recruitment']")
2025-08-27 15:46:59,691 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='My Info']")
2025-08-27 15:47:00,385 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='My Info']")
2025-08-27 15:47:01,377 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Performance']")
2025-08-27 15:47:02,055 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Performance']")
2025-08-27 15:47:03,055 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//span[text()='Dashboard']")
2025-08-27 15:47:03,721 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Dashboard']")
2025-08-27 15:47:12,884 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:47:16,143 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 15:47:16,143 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:47:16,794 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:47:16,794 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 15:47:16,794 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:47:16,878 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:47:16,879 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:47:16,939 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Admin']")
2025-08-27 15:47:19,778 | INFO | pages.admin_page | Adding new user: siva4235 for employee: Ravi M B
2025-08-27 15:47:19,779 | INFO | pages.base_page | Clicking element: ('xpath', "//button[.//i[contains(@class,'plus')]] | //button[normalize-space()='Add']")
2025-08-27 15:47:21,007 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='User Role']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 15:47:21,694 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span[text()='ESS']")
2025-08-27 15:47:21,750 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Status']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 15:47:21,801 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span[text()='Enabled']")
2025-08-27 15:47:21,900 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input"): 'Ravi M B'
2025-08-27 15:47:21,900 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input") (timeout=10)
2025-08-27 15:47:21,996 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input")
2025-08-27 15:47:21,996 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span")
2025-08-27 15:47:23,588 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input"): 'siva4235'
2025-08-27 15:47:23,588 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Username']/../following-sibling::div//input") (timeout=10)
2025-08-27 15:47:23,666 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input")
2025-08-27 15:47:23,666 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Password']/../following-sibling::div//input"): 'Pass@123'
2025-08-27 15:47:23,666 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Password']/../following-sibling::div//input") (timeout=10)
2025-08-27 15:47:23,750 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Password']/../following-sibling::div//input")
2025-08-27 15:47:23,750 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Confirm Password']/../following-sibling::div//input"): 'Pass@123'
2025-08-27 15:47:23,750 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Confirm Password']/../following-sibling::div//input") (timeout=10)
2025-08-27 15:47:23,846 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Confirm Password']/../following-sibling::div//input")
2025-08-27 15:47:23,846 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Save']")
2025-08-27 15:47:23,913 | INFO | pages.admin_page | Clicked 'Save' button
2025-08-27 15:47:23,913 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[contains(@class,'oxd-toast--success')]")
2025-08-27 15:47:25,985 | INFO | pages.admin_page | User 'siva4235' added successfully.
2025-08-27 15:47:25,986 | INFO | pages.base_page | Clicking element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 15:47:26,048 | INFO | pages.base_page | Clicking element: ('xpath', "//a[text()='Logout']")
2025-08-27 15:47:27,595 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'siva4235'
2025-08-27 15:47:27,595 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:47:28,222 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:47:28,222 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'Pass@123'
2025-08-27 15:47:28,222 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:47:28,298 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:47:28,298 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:47:28,349 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//p[contains(@class,'oxd-userdropdown-name')]")
2025-08-27 15:47:38,433 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:47:41,641 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 15:47:41,641 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:47:42,288 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:47:42,288 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 15:47:42,288 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:47:42,366 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:47:42,367 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:47:42,424 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Admin']")
2025-08-27 15:47:45,226 | INFO | pages.admin_page | Searching for user: siva4235
2025-08-27 15:47:45,227 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input"): 'siva4235'
2025-08-27 15:47:45,227 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Username']/../following-sibling::div//input") (timeout=10)
2025-08-27 15:47:45,979 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Username']/../following-sibling::div//input")
2025-08-27 15:47:45,980 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Search']")
2025-08-27 15:47:46,046 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[@role='table']//div[@role='row']")
2025-08-27 15:47:46,573 | INFO | pages.admin_page | User 'siva4235' found in search results.
2025-08-27 15:47:54,397 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:47:57,604 | INFO | pages.base_page | Clicking element: ('xpath', "//p[@class='oxd-text oxd-text--p orangehrm-login-forgot-header']")
2025-08-27 15:47:58,971 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//input[@name='username' or @placeholder='Username']")
2025-08-27 15:48:00,029 | INFO | pages.base_page | Typing text into element ('xpath', "//input[@name='username' or @placeholder='Username']"): 'Admin'
2025-08-27 15:48:00,029 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//input[@name='username' or @placeholder='Username']") (timeout=10)
2025-08-27 15:48:00,126 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//input[@name='username' or @placeholder='Username']")
2025-08-27 15:48:00,126 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit' and normalize-space()='Reset Password'] | //button[@type='submit']")
2025-08-27 15:48:00,193 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(text(),'Reset Password link sent successfully')] | //p[contains(text(),'instructions')] | //h6[@class='oxd-text oxd-text--h6 orangehrm-forgot-password-title']")
2025-08-27 15:48:09,601 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:48:12,873 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 15:48:12,873 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:48:13,526 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:48:13,526 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 15:48:13,526 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:48:13,605 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:48:13,605 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:48:13,675 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='My Info']")
2025-08-27 15:48:16,550 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Personal Details']")
2025-08-27 15:48:17,875 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 15:48:18,565 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Contact Details']")
2025-08-27 15:48:19,166 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 15:48:19,834 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Emergency Contacts']")
2025-08-27 15:48:20,422 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 15:48:21,066 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Dependents']")
2025-08-27 15:48:21,647 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 15:48:22,279 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Immigration']")
2025-08-27 15:48:22,873 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//h6[contains(@class,'orangehrm-main-title')]")
2025-08-27 15:48:31,596 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 15:48:34,807 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 15:48:34,807 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 15:48:35,459 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 15:48:35,459 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 15:48:35,459 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 15:48:35,541 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 15:48:35,541 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 15:48:35,602 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Leave']")
2025-08-27 15:48:39,423 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Assign Leave']")
2025-08-27 15:48:40,982 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input"): 'Amelia  Brown'
2025-08-27 15:48:40,982 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input") (timeout=10)
2025-08-27 15:48:41,695 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Employee Name']/../following-sibling::div//input")
2025-08-27 15:48:41,696 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox']//span")
2025-08-27 15:48:43,295 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Leave Type']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 15:48:43,355 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='CAN - Personal']") (timeout=10)
2025-08-27 15:48:43,376 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='CAN - Personal']")
2025-08-27 15:48:43,430 | INFO | pages.base_page | Typing text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]"): '2025-08-27'
2025-08-27 15:48:43,430 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]") (timeout=10)
2025-08-27 15:48:43,510 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//input[@placeholder='yyyy-dd-mm'][1]")
2025-08-27 15:48:43,511 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Comments']/../following-sibling::div//textarea"): 'Automated leave'
2025-08-27 15:48:43,511 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Comments']/../following-sibling::div//textarea") (timeout=10)
2025-08-27 15:48:43,601 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Comments']/../following-sibling::div//textarea")
2025-08-27 15:48:43,601 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Assign']")
2025-08-27 15:48:43,665 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//button[normalize-space()='Ok']")
2025-08-27 15:48:44,709 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Ok']")
2025-08-27 15:48:44,764 | INFO | pages.base_page | Checking visibility of element: ('xpath', "//div[contains(@class,'oxd-toast--success')]")
2025-08-27 16:01:34,680 | INFO | pages.base_page | Opening URL: https://opensource-demo.orangehrmlive.com/
2025-08-27 16:01:38,218 | INFO | pages.base_page | Typing text into element ('name', 'username'): 'Admin'
2025-08-27 16:01:38,218 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'username') (timeout=10)
2025-08-27 16:01:38,898 | INFO | pages.base_page | Successfully typed text into element ('name', 'username')
2025-08-27 16:01:38,899 | INFO | pages.base_page | Typing text into element ('name', 'password'): 'admin123'
2025-08-27 16:01:38,899 | INFO | pages.base_page | Waiting for element to be clickable: ('name', 'password') (timeout=10)
2025-08-27 16:01:38,982 | INFO | pages.base_page | Successfully typed text into element ('name', 'password')
2025-08-27 16:01:38,982 | INFO | pages.base_page | Clicking element: ('xpath', "//button[@type='submit']")
2025-08-27 16:01:39,082 | INFO | pages.base_page | Clicking element: ('xpath', "//span[text()='Claim']")
2025-08-27 16:01:42,005 | INFO | pages.claims_page | Starting a new claim process...
2025-08-27 16:01:42,005 | INFO | pages.base_page | Clicking element: ('xpath', "//a[normalize-space()='Submit Claim']")
2025-08-27 16:01:43,232 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Event']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:01:43,892 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']") (timeout=10)
2025-08-27 16:01:44,422 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Accommodation']")
2025-08-27 16:01:44,475 | INFO | pages.base_page | Clicking element: ('xpath', "//label[text()='Currency']/../following-sibling::div//div[contains(@class,'oxd-select-text')]")
2025-08-27 16:01:44,541 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Indian Rupee']") (timeout=10)
2025-08-27 16:01:44,561 | INFO | pages.base_page | Clicking element: ('xpath', "//div[@role='listbox' and not(contains(@style,'display: none'))]//div[@role='option'][normalize-space()='Indian Rupee']")
2025-08-27 16:01:44,612 | INFO | pages.base_page | Typing text into element ('xpath', "//label[text()='Remarks']/../following-sibling::div//textarea"): 'Automated claim'
2025-08-27 16:01:44,612 | INFO | pages.base_page | Waiting for element to be clickable: ('xpath', "//label[text()='Remarks']/../following-sibling::div//textarea") (timeout=10)
2025-08-27 16:01:44,690 | INFO | pages.base_page | Successfully typed text into element ('xpath', "//label[text()='Remarks']/../following-sibling::div//textarea")
2025-08-27 16:01:44,690 | INFO | pages.base_page | Clicking element: ('xpath', "//button[normalize-space()='Create']")
